,age,age_onset,birthplace,filename,native_language,sex,speakerid,country,file_missing?,path,,
181,24,14,"naxcivan, azerbaijan",azerbaijani1,azerbaijani,male,25,azerbaijan,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/azerbaijani1.mp3,,
182,42,40,"baku, azerbaijan",azerbaijani2,azerbaijani,female,434,azerbaijan,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/azerbaijani2.mp3,,
183,31,16,"baku, azerbaijan",azerbaijani3,azerbaijani,male,1791,azerbaijan,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/azerbaijani3.mp3,,
184,40,30,"douala, cameroon",bafang1,bafang,male,26,cameroon,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/bafang1.mp3,,
185,38,6,"douala, cameroon",bafang2,bafang,male,992,cameroon,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/bafang2.mp3,,
186,31,29,"conakry, guinea",baga1,baga,male,27,guinea,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/baga1.mp3,,
187,43,40,"jianchuan, yunnan, china",bai1,bai,female,28,china,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/bai1.mp3,,
188,15.5,12,"bamako, mali",bambara1,bambara,female,29,mali,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/bambara1.mp3,,
189,26,18,"bamako, mali",bambara2,bambara,female,30,mali,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/bambara2.mp3,,
190,22,12,"bamako, mali",bambara3,bambara,male,413,mali,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/bambara3.mp3,,
191,26,14,"goudiri, senegal",bambara4,bambara,male,787,senegal,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/bambara4.mp3,,
192,23,21,"segou, mali",bambara5,bambara,female,969,mali,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/bambara5.mp3,,
193,31,15,"foumban, cameroon",bamun1,bamun,female,31,cameroon,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/bamun1.mp3,,
194,34,6,"khartoum, sudan",bari1,bari,male,1029,sudan,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/bari1.mp3,,
195,36,7,"khartoum, sudan",bari2,bari,male,1030,sudan,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/bari2.mp3,,
196,69,34,"vizcaya, spain",basque1,basque,female,32,spain,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/basque1.mp3,,
197,50,19,"guernica, spain",basque2,basque,male,33,spain,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/basque2.mp3,,
198,54,10,"erding, bavaria, germany",bavarian1,bavarian,female,687,germany,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/bavarian1.mp3,,
199,52,10,"berchtesgaden, germany",bavarian2,bavarian,female,1045,germany,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/bavarian2.mp3,,
200,25,11,"chamiancy, vilejka, belarus",belarusan1,belarusan,male,417,belarus,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/belarusan1.mp3,,
201,43,12,"minsk, belarus",belarusan2,belarusan,female,650,belarus,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/belarusan2.mp3,,
202,18,6,"gomel, belarus",belarusan3,belarusan,male,2166,belarus,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/belarusan3.mp3,,
203,23,16,"dhaka, bangladesh",bengali1,bengali,male,34,bangladesh,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/bengali1.mp3,,
204,18,3,"dhaka, bangladesh",bengali10,bengali,female,1009,bangladesh,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/bengali10.mp3,,
205,34,3.5,"durgapur, west bengal, india",bengali11,bengali,male,1018,india,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/bengali11.mp3,,
206,25,4,"sylhet, bangladesh",bengali12,bengali,female,1682,bangladesh,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/bengali12.mp3,,
207,33,10,"dhaka, bangladesh",bengali13,bengali,female,1825,bangladesh,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/bengali13.mp3,,
208,26,4,"kolkata, india",bengali14,bengali,male,1973,india,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/bengali14.mp3,,
209,46,8,"dhaka, bangladesh",bengali15,bengali,female,2004,bangladesh,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/bengali15.mp3,,
210,24,6,"dhaka, bangladesh",bengali16,bengali,female,2073,bangladesh,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/bengali16.mp3,,
211,19,6,"sylhet, bangladesh",bengali17,bengali,female,2139,bangladesh,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/bengali17.mp3,,
212,25,2,"lusaka, zambia",bengali2,bengali,female,35,zambia,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/bengali2.mp3,,
213,19,5,"dhaka, bangladesh",bengali3,bengali,female,36,bangladesh,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/bengali3.mp3,,
214,24,6,"chittagong, bangladesh",bengali4,bengali,male,37,bangladesh,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/bengali4.mp3,,
215,40,5,"dhaka, bangladesh",bengali5,bengali,female,622,bangladesh,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/bengali5.mp3,,
216,29,4,"jamshedpur, jharkhand, india",bengali6,bengali,male,624,india,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/bengali6.mp3,,
217,49,6,"mymensingh, bangladesh",bengali7,bengali,male,710,bangladesh,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/bengali7.mp3,,
218,54,5,"noakhali, bangladesh",bengali8,bengali,male,709,bangladesh,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/bengali8.mp3,,
219,61,12,"kolkata, india",bengali9,bengali,female,987,india,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/bengali9.mp3,,
220,39,37,"doboj, bosnia and herzegovina",bosnian1,bosnian,male,38,bosnia and herzegovina,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/bosnian1.mp3,,
221,21,10,"sarajevo, bosnia and herzegovina",bosnian2,bosnian,male,39,bosnia and herzegovina,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/bosnian2.mp3,,
222,25,12,"sarajevo, bosnia and herzegovina",bosnian3,bosnian,female,808,bosnia and herzegovina,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/bosnian3.mp3,,
223,20,11,"travnik, bosnia and herzegovina",bosnian4,bosnian,male,943,bosnia and herzegovina,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/bosnian4.mp3,,
224,25,6,"travnik, bosnia and herzegovina",bosnian5,bosnian,female,944,bosnia and herzegovina,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/bosnian5.mp3,,
225,29,22,"zenica, bosnia and herzegovina",bosnian6,bosnian,female,1025,bosnia and herzegovina,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/bosnian6.mp3,,
226,24,10,"gornji vakuf, bosnia and herzegovina",bosnian7,bosnian,female,1058,bosnia and herzegovina,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/bosnian7.mp3,,
227,24,15,"sarajevo, bosnia and herzegovina",bosnian8,bosnian,female,1082,bosnia and herzegovina,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/bosnian8.mp3,,
228,47,5,"sarajevo, bosnia and herzegovina",bosnian9,bosnian,male,1289,bosnia and herzegovina,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/bosnian9.mp3,,
229,25,16,"plovdiv, bulgaria",bulgarian1,bulgarian,female,40,bulgaria,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/bulgarian1.mp3,,
230,21,15,"dobrich, bulgaria",bulgarian10,bulgarian,female,965,bulgaria,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/bulgarian10.mp3,,
231,24,16,"dobrich, bulgaria",bulgarian11,bulgarian,male,966,bulgaria,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/bulgarian11.mp3,,
232,30,9,"sofia, bulgaria",bulgarian12,bulgarian,female,1446,bulgaria,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/bulgarian12.mp3,,
233,20,9,"chirpan, bulgaria",bulgarian13,bulgarian,male,1512,bulgaria,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/bulgarian13.mp3,,
234,46,30,"sofia, bulgaria",bulgarian14,bulgarian,male,1611,bulgaria,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/bulgarian14.mp3,,
235,22,10,"varna, bulgaria",bulgarian15,bulgarian,male,1859,bulgaria,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/bulgarian15.mp3,,
236,21,6,"kyustendil, bulgaria",bulgarian16,bulgarian,male,1880,bulgaria,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/bulgarian16.mp3,,
237,31,9,"sofia, bulgaria",bulgarian17,bulgarian,female,1915,bulgaria,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/bulgarian17.mp3,,
238,20,10,"razlog, bulgaria",bulgarian18,bulgarian,male,2024,bulgaria,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/bulgarian18.mp3,,
239,53,42,"sofia, bulgaria",bulgarian2,bulgarian,female,41,bulgaria,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/bulgarian2.mp3,,
240,27,10,"sofia, bulgaria",bulgarian3,bulgarian,male,42,bulgaria,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/bulgarian3.mp3,,
241,22,20,"plovdiv, bulgaria",bulgarian4,bulgarian,male,43,bulgaria,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/bulgarian4.mp3,,
242,23,14,"sofia, bulgaria",bulgarian5,bulgarian,male,44,bulgaria,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/bulgarian5.mp3,,
243,27,11,"ruse, bulgaria",bulgarian6,bulgarian,male,557,bulgaria,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/bulgarian6.mp3,,
244,18,13,"stara zagora, bulgaria",bulgarian7,bulgarian,male,566,bulgaria,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/bulgarian7.mp3,,
245,31,8,"sofia, bulgaria",bulgarian8,bulgarian,female,848,bulgaria,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/bulgarian8.mp3,,
246,31,10,"ruse, bulgaria",bulgarian9,bulgarian,female,923,bulgaria,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/bulgarian9.mp3,,
247,35,11,"yangon, myanmar",burmese1,burmese,female,758,myanmar,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/burmese1.mp3,,
248,29,7,"yangon, myanmar",burmese2,burmese,male,1568,myanmar,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/burmese2.mp3,,
249,22,12,"hong kong, china",cantonese1,cantonese,female,45,china,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/cantonese1.mp3,,
250,25,3,"xiamen, fujian, china",cantonese10,cantonese,female,505,china,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/cantonese10.mp3,,
251,22,3,"hong kong, china",cantonese11,cantonese,female,544,china,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/cantonese11.mp3,,
252,20,4,"macau, china",cantonese12,cantonese,female,602,china,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/cantonese12.mp3,,
253,21,3,"hong kong, china",cantonese13,cantonese,female,730,china,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/cantonese13.mp3,,
254,19,3,"hong kong, china",cantonese14,cantonese,female,742,china,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/cantonese14.mp3,,
255,31,12,"qingyuan, guangdong, china",cantonese15,cantonese,female,862,china,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/cantonese15.mp3,,
256,29,3,"hong kong, china",cantonese16,cantonese,female,874,china,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/cantonese16.mp3,,
257,26,3,"hong kong, china",cantonese17,cantonese,female,878,china,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/cantonese17.mp3,,
258,19,3,"hong kong, china",cantonese18,cantonese,male,885,china,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/cantonese18.mp3,,
259,28,7,"hong kong, china",cantonese19,cantonese,female,1247,china,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/cantonese19.mp3,,
260,20,13,"hong kong, china",cantonese2,cantonese,male,46,china,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/cantonese2.mp3,,
261,18,3,"hong kong, china",cantonese20,cantonese,male,1480,china,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/cantonese20.mp3,,
262,18,4,"hong kong, china",cantonese21,cantonese,female,1558,china,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/cantonese21.mp3,,
263,30,3,"hong kong, china",cantonese22,cantonese,female,1974,china,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/cantonese22.mp3,,
264,33,6,"hong kong, china",cantonese23,cantonese,male,1975,china,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/cantonese23.mp3,,
265,22,6,"hong kong, china",cantonese3,cantonese,male,47,china,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/cantonese3.mp3,,
266,29,13,"fuzhou, fujian, china",cantonese4,cantonese,female,48,china,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/cantonese4.mp3,,
267,18,14,"hong kong, china",cantonese5,cantonese,male,49,china,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/cantonese5.mp3,,
268,25,5,"hong kong, china",cantonese6,cantonese,male,462,china,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/cantonese6.mp3,,
269,31,4,"hong kong, china",cantonese7,cantonese,male,494,china,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/cantonese7.mp3,,
270,23,2,"hong kong, china",cantonese8,cantonese,female,498,china,FALSE,/content/drive/My Drive/Speech Detection Data/Speech Accent Archive/archive/recordings/recordings/cantonese8.mp3,,
